Category,Region,Year,Unit,Value
Hardwood,Caras-Severin,1996, Thousands hectares,331.7
Hardwood,Caras-Severin,1997, Thousands hectares,331.9
Hardwood,Caras-Severin,1998, Thousands hectares,332.3
Hardwood,Caras-Severin,1999, Thousands hectares,332.3
Hardwood,Caras-Severin,2000, Thousands hectares,332.2
Hardwood,Caras-Severin,2001, Thousands hectares,332.2
Hardwood,Caras-Severin,2002, Thousands hectares,329.4
Hardwood,Caras-Severin,2003, Thousands hectares,328.0
Hardwood,Caras-Severin,2004, Thousands hectares,329.6
Hardwood,Caras-Severin,2005, Thousands hectares,330.5
Hardwood,Caras-Severin,2006, Thousands hectares,351.5
Hardwood,Caras-Severin,2007, Thousands hectares,350.5
Hardwood,Caras-Severin,2008, Thousands hectares,348.7
Hardwood,Caras-Severin,2009, Thousands hectares,350.0
Hardwood,Caras-Severin,2010, Thousands hectares,354.5
Hardwood,Caras-Severin,2011, Thousands hectares,355.4
Hardwood,Caras-Severin,2012, Thousands hectares,356.2
Hardwood,Caras-Severin,2013, Thousands hectares,361.3
Hardwood,Caras-Severin,2014, Thousands hectares,364.4
Hardwood,Caras-Severin,2015, Thousands hectares,369.1
Hardwood,Caras-Severin,2016, Thousands hectares,369.9
Hardwood,Caras-Severin,2017, Thousands hectares,370.8
Hardwood,Caras-Severin,2018, Thousands hectares,377.0
Hardwood,Caras-Severin,2019, Thousands hectares,379.7
Hardwood,Hunedoara,1990, Thousands hectares,213.0
Hardwood,Hunedoara,1991, Thousands hectares,212.9
Hardwood,Hunedoara,1992, Thousands hectares,213.0
Hardwood,Hunedoara,1993, Thousands hectares,214.8
Hardwood,Hunedoara,1994, Thousands hectares,214.7
Hardwood,Hunedoara,1995, Thousands hectares,220.6
Hardwood,Hunedoara,1996, Thousands hectares,221.7
Hardwood,Hunedoara,1997, Thousands hectares,221.7
Hardwood,Hunedoara,1998, Thousands hectares,222.7
Hardwood,Hunedoara,1999, Thousands hectares,222.5
Hardwood,Hunedoara,2000, Thousands hectares,222.3
Hardwood,Hunedoara,2001, Thousands hectares,222.8
Hardwood,Hunedoara,2002, Thousands hectares,222.9
Hardwood,Hunedoara,2003, Thousands hectares,222.7
Hardwood,Hunedoara,2004, Thousands hectares,222.7
Hardwood,Hunedoara,2005, Thousands hectares,222.7
Hardwood,Hunedoara,2006, Thousands hectares,222.9
Hardwood,Hunedoara,2007, Thousands hectares,220.3
Hardwood,Hunedoara,2008, Thousands hectares,220.7
Hardwood,Hunedoara,2009, Thousands hectares,219.1
Hardwood,Hunedoara,2010, Thousands hectares,222.5
Hardwood,Hunedoara,2011, Thousands hectares,223.7
Hardwood,Hunedoara,2012, Thousands hectares,226.0
Hardwood,Hunedoara,2013, Thousands hectares,226.6
Hardwood,Hunedoara,2014, Thousands hectares,229.0
Hardwood,Hunedoara,2015, Thousands hectares,229.7
Hardwood,Hunedoara,2016, Thousands hectares,230.0
Hardwood,Hunedoara,2017, Thousands hectares,230.5
Hardwood,Hunedoara,2018, Thousands hectares,231.4
Hardwood,Hunedoara,2019, Thousands hectares,231.7
Hardwood,Timis,1990, Thousands hectares,92.1
Hardwood,Timis,1991, Thousands hectares,92.1
Hardwood,Timis,1992, Thousands hectares,92.5
Hardwood,Timis,1993, Thousands hectares,92.5
Hardwood,Timis,1994, Thousands hectares,92.8
Hardwood,Timis,1995, Thousands hectares,92.8
Hardwood,Timis,1996, Thousands hectares,92.8
Hardwood,Timis,1997, Thousands hectares,93.0
Hardwood,Timis,1998, Thousands hectares,93.0
Hardwood,Timis,1999, Thousands hectares,93.1
Hardwood,Timis,2000, Thousands hectares,93.7
Hardwood,Timis,2001, Thousands hectares,94.2
Hardwood,Timis,2002, Thousands hectares,94.3
Hardwood,Timis,2003, Thousands hectares,95.6
Hardwood,Timis,2004, Thousands hectares,95.5
Hardwood,Timis,2005, Thousands hectares,95.6
Hardwood,Timis,2006, Thousands hectares,95.5
Hardwood,Timis,2007, Thousands hectares,97.0
Hardwood,Timis,2008, Thousands hectares,97.5
Hardwood,Timis,2009, Thousands hectares,97.1
Hardwood,Timis,2010, Thousands hectares,97.4
Hardwood,Timis,2011, Thousands hectares,97.7
Hardwood,Timis,2012, Thousands hectares,98.4
Hardwood,Timis,2013, Thousands hectares,98.4
Hardwood,Timis,2014, Thousands hectares,98.5
Hardwood,Timis,2015, Thousands hectares,98.4
Hardwood,Timis,2016, Thousands hectares,98.4
Hardwood,Timis,2017, Thousands hectares,99.2
Hardwood,Timis,2018, Thousands hectares,99.1
Hardwood,Timis,2019, Thousands hectares,100.2
Others,TOTAL,1990, Thousands hectares,118.8
Others,TOTAL,1991, Thousands hectares,114.2
Others,TOTAL,1992, Thousands hectares,114.7
Others,TOTAL,1993, Thousands hectares,117.7
Others,TOTAL,1994, Thousands hectares,123.2
Others,TOTAL,1995, Thousands hectares,124.1
Others,TOTAL,1996, Thousands hectares,125.5
Others,TOTAL,1997, Thousands hectares,130.7
Others,TOTAL,1998, Thousands hectares,139.7
Others,TOTAL,1999, Thousands hectares,141.4
Others,TOTAL,2000, Thousands hectares,143.4
Others,TOTAL,2001, Thousands hectares,141.7
Others,TOTAL,2002, Thousands hectares,148.3
Others,TOTAL,2003, Thousands hectares,147.2
Others,TOTAL,2004, Thousands hectares,159.6
Others,TOTAL,2005, Thousands hectares,157.6
Others,TOTAL,2006, Thousands hectares,155.4
Others,TOTAL,2007, Thousands hectares,169.6
Others,TOTAL,2008, Thousands hectares,161.0
Others,TOTAL,2009, Thousands hectares,160.7
Others,TOTAL,2010, Thousands hectares,161.4
Others,TOTAL,2011, Thousands hectares,156.9
Others,TOTAL,2012, Thousands hectares,156.3
Others,TOTAL,2013, Thousands hectares,157.9
Others,TOTAL,2014, Thousands hectares,157.3
Others,TOTAL,2015, Thousands hectares,156.3
Others,TOTAL,2016, Thousands hectares,154.6
Others,TOTAL,2017, Thousands hectares,159.1
Others,TOTAL,2018, Thousands hectares,164.9
Others,TOTAL,2019, Thousands hectares,164.9
Others,MACROREGIUNEA UNU,1990, Thousands hectares,29.0
Others,MACROREGIUNEA UNU,1991, Thousands hectares,28.3
Others,MACROREGIUNEA UNU,1992, Thousands hectares,28.0
Others,MACROREGIUNEA UNU,1993, Thousands hectares,27.7
Others,MACROREGIUNEA UNU,1994, Thousands hectares,31.0
Others,MACROREGIUNEA UNU,1995, Thousands hectares,30.7
Others,MACROREGIUNEA UNU,1996, Thousands hectares,31.2
Others,MACROREGIUNEA UNU,1997, Thousands hectares,32.6
Others,MACROREGIUNEA UNU,1998, Thousands hectares,36.4
Others,MACROREGIUNEA UNU,1999, Thousands hectares,37.3
Others,MACROREGIUNEA UNU,2000, Thousands hectares,37.1
Others,MACROREGIUNEA UNU,2001, Thousands hectares,35.8
Others,MACROREGIUNEA UNU,2002, Thousands hectares,34.9
Others,MACROREGIUNEA UNU,2003, Thousands hectares,34.6
Others,MACROREGIUNEA UNU,2004, Thousands hectares,36.6
Others,MACROREGIUNEA UNU,2005, Thousands hectares,36.8
Others,MACROREGIUNEA UNU,2006, Thousands hectares,36.8
Others,MACROREGIUNEA UNU,2007, Thousands hectares,49.3
Others,MACROREGIUNEA UNU,2008, Thousands hectares,40.3
Others,MACROREGIUNEA UNU,2009, Thousands hectares,39.7
Others,MACROREGIUNEA UNU,2010, Thousands hectares,38.4
Others,MACROREGIUNEA UNU,2011, Thousands hectares,37.3
Others,MACROREGIUNEA UNU,2012, Thousands hectares,36.9
Others,MACROREGIUNEA UNU,2013, Thousands hectares,38.4
Others,MACROREGIUNEA UNU,2014, Thousands hectares,38.1
Others,MACROREGIUNEA UNU,2015, Thousands hectares,39.3
Others,MACROREGIUNEA UNU,2016, Thousands hectares,39.4
Others,MACROREGIUNEA UNU,2017, Thousands hectares,41.0
Others,MACROREGIUNEA UNU,2018, Thousands hectares,42.0
Others,MACROREGIUNEA UNU,2019, Thousands hectares,41.7
Others,Regiunea NORD-VEST,1990, Thousands hectares,13.6
Others,Regiunea NORD-VEST,1991, Thousands hectares,13.5
Others,Regiunea NORD-VEST,1992, Thousands hectares,13.4
Others,Regiunea NORD-VEST,1993, Thousands hectares,13.5
Others,Regiunea NORD-VEST,1994, Thousands hectares,16.8
Others,Regiunea NORD-VEST,1995, Thousands hectares,16.5
Others,Regiunea NORD-VEST,1996, Thousands hectares,15.2
Others,Regiunea NORD-VEST,1997, Thousands hectares,14.6
Others,Regiunea NORD-VEST,1998, Thousands hectares,16.1
Others,Regiunea NORD-VEST,1999, Thousands hectares,16.3
Others,Regiunea NORD-VEST,2000, Thousands hectares,16.0
Others,Regiunea NORD-VEST,2001, Thousands hectares,16.1
Others,Regiunea NORD-VEST,2002, Thousands hectares,16.3
Others,Regiunea NORD-VEST,2003, Thousands hectares,16.0
Others,Regiunea NORD-VEST,2004, Thousands hectares,16.4
Others,Regiunea NORD-VEST,2005, Thousands hectares,17.6
Others,Regiunea NORD-VEST,2006, Thousands hectares,18.0
Others,Regiunea NORD-VEST,2007, Thousands hectares,18.6
Others,Regiunea NORD-VEST,2008, Thousands hectares,19.1
Others,Regiunea NORD-VEST,2009, Thousands hectares,17.8
Others,Regiunea NORD-VEST,2010, Thousands hectares,18.7
Others,Regiunea NORD-VEST,2011, Thousands hectares,18.1
Others,Regiunea NORD-VEST,2012, Thousands hectares,18.0
Others,Regiunea NORD-VEST,2013, Thousands hectares,18.7
Others,Regiunea NORD-VEST,2014, Thousands hectares,17.9
Others,Regiunea NORD-VEST,2015, Thousands hectares,19.4
Others,Regiunea NORD-VEST,2016, Thousands hectares,19.8
Others,Regiunea NORD-VEST,2017, Thousands hectares,19.3
Others,Regiunea NORD-VEST,2018, Thousands hectares,20.0
Others,Regiunea NORD-VEST,2019, Thousands hectares,19.9
Others,Bihor,1990, Thousands hectares,3.0
Others,Bihor,1991, Thousands hectares,3.2
Others,Bihor,1992, Thousands hectares,3.2
Others,Bihor,1993, Thousands hectares,3.2
Others,Bihor,1994, Thousands hectares,3.1
Others,Bihor,1995, Thousands hectares,3.2
Others,Bihor,1996, Thousands hectares,3.2
Others,Bihor,1997, Thousands hectares,3.1
Others,Bihor,1998, Thousands hectares,3.3
Others,Bihor,1999, Thousands hectares,3.2
Others,Bihor,2000, Thousands hectares,3.2
Others,Bihor,2001, Thousands hectares,3.2
Others,Bihor,2002, Thousands hectares,3.4
Others,Bihor,2003, Thousands hectares,3.3
Others,Bihor,2004, Thousands hectares,3.4
Others,Bihor,2005, Thousands hectares,3.6
Others,Bihor,2006, Thousands hectares,3.9
Others,Bihor,2007, Thousands hectares,3.7
Others,Bihor,2008, Thousands hectares,3.8
Others,Bihor,2009, Thousands hectares,3.7
Others,Bihor,2010, Thousands hectares,3.7
Others,Bihor,2011, Thousands hectares,3.6
Others,Bihor,2012, Thousands hectares,3.3
Others,Bihor,2013, Thousands hectares,3.5
Others,Bihor,2014, Thousands hectares,3.6
Others,Bihor,2015, Thousands hectares,3.5
Others,Bihor,2016, Thousands hectares,3.5
Others,Bihor,2017, Thousands hectares,3.6
Others,Bihor,2018, Thousands hectares,3.6
Others,Bihor,2019, Thousands hectares,3.8
Others,Bistrita-Nasaud,1990, Thousands hectares,1.6
Others,Bistrita-Nasaud,1991, Thousands hectares,1.5
Others,Bistrita-Nasaud,1992, Thousands hectares,1.5
Others,Bistrita-Nasaud,1993, Thousands hectares,1.6
Others,Bistrita-Nasaud,1994, Thousands hectares,2.9
Others,Bistrita-Nasaud,1995, Thousands hectares,3.0
Others,Bistrita-Nasaud,1996, Thousands hectares,3.2
Others,Bistrita-Nasaud,1997, Thousands hectares,2.8
Others,Bistrita-Nasaud,1998, Thousands hectares,3.6
Others,Bistrita-Nasaud,1999, Thousands hectares,4.0
Others,Bistrita-Nasaud,2000, Thousands hectares,3.7
Others,Bistrita-Nasaud,2001, Thousands hectares,3.5
Others,Bistrita-Nasaud,2002, Thousands hectares,3.5
Others,Bistrita-Nasaud,2003, Thousands hectares,3.3
Others,Bistrita-Nasaud,2004, Thousands hectares,3.7
Others,Bistrita-Nasaud,2005, Thousands hectares,4.1
Others,Bistrita-Nasaud,2006, Thousands hectares,4.3
Others,Bistrita-Nasaud,2007, Thousands hectares,4.4
Others,Bistrita-Nasaud,2008, Thousands hectares,4.8
Others,Bistrita-Nasaud,2009, Thousands hectares,4.0
Others,Bistrita-Nasaud,2010, Thousands hectares,3.7
Others,Bistrita-Nasaud,2011, Thousands hectares,3.6
Others,Bistrita-Nasaud,2012, Thousands hectares,3.6
Others,Bistrita-Nasaud,2013, Thousands hectares,3.9
Others,Bistrita-Nasaud,2014, Thousands hectares,3.8
Others,Bistrita-Nasaud,2015, Thousands hectares,4.7
Others,Bistrita-Nasaud,2016, Thousands hectares,4.9
Others,Bistrita-Nasaud,2017, Thousands hectares,4.6
Others,Bistrita-Nasaud,2018, Thousands hectares,4.5
Others,Bistrita-Nasaud,2019, Thousands hectares,4.5
Others,Cluj,1990, Thousands hectares,2.0
Others,Cluj,1991, Thousands hectares,1.9
Others,Cluj,1992, Thousands hectares,1.8
Others,Cluj,1993, Thousands hectares,1.8
Others,Cluj,1994, Thousands hectares,1.8
Others,Cluj,1995, Thousands hectares,1.7
Others,Cluj,1996, Thousands hectares,1.8
Others,Cluj,1997, Thousands hectares,1.7
Others,Cluj,1998, Thousands hectares,1.9
Others,Cluj,1999, Thousands hectares,1.9
Others,Cluj,2000, Thousands hectares,1.8
Others,Cluj,2001, Thousands hectares,1.9
Others,Cluj,2002, Thousands hectares,2.0
Others,Cluj,2003, Thousands hectares,2.0
Others,Cluj,2004, Thousands hectares,1.9
Others,Cluj,2005, Thousands hectares,2.0
Others,Cluj,2006, Thousands hectares,1.8
Others,Cluj,2007, Thousands hectares,1.9
Others,Cluj,2008, Thousands hectares,2.0
Others,Cluj,2009, Thousands hectares,1.9
Others,Cluj,2010, Thousands hectares,2.0
Others,Cluj,2011, Thousands hectares,1.8
Others,Cluj,2012, Thousands hectares,2.1
Others,Cluj,2013, Thousands hectares,2.1
Others,Cluj,2014, Thousands hectares,2.0
Others,Cluj,2015, Thousands hectares,2.0
Others,Cluj,2016, Thousands hectares,1.9
Others,Cluj,2017, Thousands hectares,1.9
Others,Cluj,2018, Thousands hectares,2.1
Others,Cluj,2019, Thousands hectares,2.1
Others,Maramures,1990, Thousands hectares,4.7
Others,Maramures,1991, Thousands hectares,4.4
Others,Maramures,1992, Thousands hectares,4.4
Others,Maramures,1993, Thousands hectares,4.6
Others,Maramures,1994, Thousands hectares,4.5
Others,Maramures,1995, Thousands hectares,4.4
Others,Maramures,1996, Thousands hectares,4.6
Others,Maramures,1997, Thousands hectares,4.7
Others,Maramures,1998, Thousands hectares,5.0
Others,Maramures,1999, Thousands hectares,5.0
Others,Maramures,2000, Thousands hectares,4.9
Others,Maramures,2001, Thousands hectares,5.1
Others,Maramures,2002, Thousands hectares,5.1
Others,Maramures,2003, Thousands hectares,5.2
Others,Maramures,2004, Thousands hectares,5.1
Others,Maramures,2005, Thousands hectares,5.6
Others,Maramures,2006, Thousands hectares,5.7
Others,Maramures,2007, Thousands hectares,6.4
Others,Maramures,2008, Thousands hectares,6.4
Others,Maramures,2009, Thousands hectares,6.0
Others,Maramures,2010, Thousands hectares,7.0
Others,Maramures,2011, Thousands hectares,6.7
Others,Maramures,2012, Thousands hectares,6.6
Others,Maramures,2013, Thousands hectares,6.6
Others,Maramures,2014, Thousands hectares,6.0
Others,Maramures,2015, Thousands hectares,6.6
Others,Maramures,2016, Thousands hectares,6.7
Others,Maramures,2017, Thousands hectares,6.5
Others,Maramures,2018, Thousands hectares,6.8
Others,Maramures,2019, Thousands hectares,6.4
Others,Satu Mare,1990, Thousands hectares,1.5
Others,Satu Mare,1991, Thousands hectares,1.5
Others,Satu Mare,1992, Thousands hectares,1.5
Others,Satu Mare,1993, Thousands hectares,1.4
Others,Satu Mare,1994, Thousands hectares,3.5
Others,Satu Mare,1995, Thousands hectares,3.3
Others,Satu Mare,1996, Thousands hectares,1.5
Others,Satu Mare,1997, Thousands hectares,1.4
Others,Satu Mare,1998, Thousands hectares,1.4
Others,Satu Mare,1999, Thousands hectares,1.4
Others,Satu Mare,2000, Thousands hectares,1.5
Others,Satu Mare,2001, Thousands hectares,1.5
Others,Satu Mare,2002, Thousands hectares,1.4
Others,Satu Mare,2003, Thousands hectares,1.3
Others,Satu Mare,2004, Thousands hectares,1.4
Others,Satu Mare,2005, Thousands hectares,1.4
Others,Satu Mare,2006, Thousands hectares,1.4
Others,Satu Mare,2007, Thousands hectares,1.3
Others,Satu Mare,2008, Thousands hectares,1.2
Others,Satu Mare,2009, Thousands hectares,1.3
Others,Satu Mare,2010, Thousands hectares,1.2
Others,Satu Mare,2011, Thousands hectares,1.3
Others,Satu Mare,2012, Thousands hectares,1.3
Others,Satu Mare,2013, Thousands hectares,1.4
Others,Satu Mare,2014, Thousands hectares,1.3
Others,Satu Mare,2015, Thousands hectares,1.4
Others,Satu Mare,2016, Thousands hectares,1.6
Others,Satu Mare,2017, Thousands hectares,1.6
Others,Satu Mare,2018, Thousands hectares,1.6
Others,Satu Mare,2019, Thousands hectares,1.7
Others,Salaj,1990, Thousands hectares,0.8
Others,Salaj,1991, Thousands hectares,1.0
Others,Salaj,1992, Thousands hectares,1.0
Others,Salaj,1993, Thousands hectares,0.9
Others,Salaj,1994, Thousands hectares,1.0
Others,Salaj,1995, Thousands hectares,0.9
Others,Salaj,1996, Thousands hectares,0.9
Others,Salaj,1997, Thousands hectares,0.9
Others,Salaj,1998, Thousands hectares,0.9
Others,Salaj,1999, Thousands hectares,0.8
Others,Salaj,2000, Thousands hectares,0.9
Others,Salaj,2001, Thousands hectares,0.9
Others,Salaj,2002, Thousands hectares,0.9
Others,Salaj,2003, Thousands hectares,0.9
Others,Salaj,2004, Thousands hectares,0.9
Others,Salaj,2005, Thousands hectares,0.9
Others,Salaj,2006, Thousands hectares,0.9
Others,Salaj,2007, Thousands hectares,0.9
Others,Salaj,2008, Thousands hectares,0.9
Others,Salaj,2009, Thousands hectares,0.9
Others,Salaj,2010, Thousands hectares,1.1
Others,Salaj,2011, Thousands hectares,1.1
Others,Salaj,2012, Thousands hectares,1.1
Others,Salaj,2013, Thousands hectares,1.2
Others,Salaj,2014, Thousands hectares,1.2
Others,Salaj,2015, Thousands hectares,1.2
Others,Salaj,2016, Thousands hectares,1.2
Others,Salaj,2017, Thousands hectares,1.1
Others,Salaj,2018, Thousands hectares,1.4
Others,Salaj,2019, Thousands hectares,1.4
Others,Regiunea CENTRU,1990, Thousands hectares,15.4
Others,Regiunea CENTRU,1991, Thousands hectares,14.8
Others,Regiunea CENTRU,1992, Thousands hectares,14.6
Others,Regiunea CENTRU,1993, Thousands hectares,14.2
Others,Regiunea CENTRU,1994, Thousands hectares,14.2
Others,Regiunea CENTRU,1995, Thousands hectares,14.2
Others,Regiunea CENTRU,1996, Thousands hectares,16.0
Others,Regiunea CENTRU,1997, Thousands hectares,18.0
Others,Regiunea CENTRU,1998, Thousands hectares,20.3
Others,Regiunea CENTRU,1999, Thousands hectares,21.0
Others,Regiunea CENTRU,2000, Thousands hectares,21.1
Others,Regiunea CENTRU,2001, Thousands hectares,19.7
Others,Regiunea CENTRU,2002, Thousands hectares,18.6
Others,Regiunea CENTRU,2003, Thousands hectares,18.6
Others,Regiunea CENTRU,2004, Thousands hectares,20.2
Others,Regiunea CENTRU,2005, Thousands hectares,19.2
Others,Regiunea CENTRU,2006, Thousands hectares,18.8
Others,Regiunea CENTRU,2007, Thousands hectares,30.7
Others,Regiunea CENTRU,2008, Thousands hectares,21.2
Others,Regiunea CENTRU,2009, Thousands hectares,21.9
Others,Regiunea CENTRU,2010, Thousands hectares,19.7
Others,Regiunea CENTRU,2011, Thousands hectares,19.2
Others,Regiunea CENTRU,2012, Thousands hectares,18.9
Others,Regiunea CENTRU,2013, Thousands hectares,19.7
Others,Regiunea CENTRU,2014, Thousands hectares,20.2
Others,Regiunea CENTRU,2015, Thousands hectares,19.9
Others,Regiunea CENTRU,2016, Thousands hectares,19.6
Others,Regiunea CENTRU,2017, Thousands hectares,21.7
Others,Regiunea CENTRU,2018, Thousands hectares,22.0
Others,Regiunea CENTRU,2019, Thousands hectares,21.8
Others,Alba,1990, Thousands hectares,3.2
Others,Alba,1991, Thousands hectares,3.2
Others,Alba,1992, Thousands hectares,3.4
Others,Alba,1993, Thousands hectares,3.2
Others,Alba,1994, Thousands hectares,3.3
Others,Alba,1995, Thousands hectares,3.2
Others,Alba,1996, Thousands hectares,3.3
Others,Alba,1997, Thousands hectares,3.3
Others,Alba,1998, Thousands hectares,3.4
Others,Alba,1999, Thousands hectares,3.6
Others,Alba,2000, Thousands hectares,3.7
Others,Alba,2001, Thousands hectares,3.8
Others,Alba,2002, Thousands hectares,3.7
Others,Alba,2003, Thousands hectares,3.8
Others,Alba,2004, Thousands hectares,3.7
Others,Alba,2005, Thousands hectares,3.9
Others,Alba,2006, Thousands hectares,3.8
Others,Alba,2007, Thousands hectares,3.8
Others,Alba,2008, Thousands hectares,3.8
Others,Alba,2009, Thousands hectares,4.5
Others,Alba,2010, Thousands hectares,4.6
Others,Alba,2011, Thousands hectares,4.3
Others,Alba,2012, Thousands hectares,4.6
Others,Alba,2013, Thousands hectares,4.7
Others,Alba,2014, Thousands hectares,4.7
Others,Alba,2015, Thousands hectares,4.7
Others,Alba,2016, Thousands hectares,4.6
Others,Alba,2017, Thousands hectares,4.7
Others,Alba,2018, Thousands hectares,4.5
Others,Alba,2019, Thousands hectares,4.5
Others,Brasov,1990, Thousands hectares,2.5
Others,Brasov,1991, Thousands hectares,2.3
Others,Brasov,1992, Thousands hectares,2.1
Others,Brasov,1993, Thousands hectares,2.0
Others,Brasov,1994, Thousands hectares,2.2
Others,Brasov,1995, Thousands hectares,2.4
Others,Brasov,1996, Thousands hectares,2.4
Others,Brasov,1997, Thousands hectares,2.6
Others,Brasov,1998, Thousands hectares,2.7
Others,Brasov,1999, Thousands hectares,2.7
Others,Brasov,2000, Thousands hectares,2.7
Others,Brasov,2001, Thousands hectares,2.6
Others,Brasov,2002, Thousands hectares,2.6
Others,Brasov,2003, Thousands hectares,2.6
Others,Brasov,2004, Thousands hectares,2.6
Others,Brasov,2005, Thousands hectares,2.6
Others,Brasov,2006, Thousands hectares,2.9
Others,Brasov,2007, Thousands hectares,3.4
Others,Brasov,2008, Thousands hectares,3.0
Others,Brasov,2009, Thousands hectares,3.1
Others,Brasov,2010, Thousands hectares,2.8
Others,Brasov,2011, Thousands hectares,2.8
Others,Brasov,2012, Thousands hectares,2.8
Others,Brasov,2013, Thousands hectares,2.8
Others,Brasov,2014, Thousands hectares,2.9
Others,Brasov,2015, Thousands hectares,3.0
